school_id,name,source,school_type,ownership,state,lon,lat,enrolment,teachers,teacher_student_ratio,performance_score,performance_class,dropout_rate,dropout_risk,facilities_score,internet_access,electricity,toilets_per_100,dist_to_town_km,socioeconomic_idx,waec_pass_rate,urban_weight,poverty_index,literacy_rate,pred_score,pred_perf_cls,pred_dropout,perf_color,drop_color
6152,School_6152,Synthetic,Junior Secondary,Public,Anambra,6.948143,6.155077,363,8,0.022,62.61,Medium,17.56,Medium Risk,2.85,0,1,1.6,3.54,0.6949,80.6,0.6,0.22,0.88,68.46,High,Medium Risk,#1a9850,#fc8d59
6153,School_6153,Synthetic,Primary,Public,Anambra,6.732074,6.348242,419,8,0.0191,88.13,High,7.8,Low Risk,6.11,0,1,2.85,0.88,0.8239,87.57,0.6,0.22,0.88,69.93,High,Medium Risk,#1a9850,#fc8d59
6154,School_6154,Synthetic,Senior Secondary,Public,Anambra,6.981524,6.394521,288,11,0.0382,61.51,Medium,21.83,Medium Risk,3.68,0,0,1.94,21.74,0.8809,68.28,0.6,0.22,0.88,66.4,High,Medium Risk,#1a9850,#fc8d59
6155,School_6155,Synthetic,Junior Secondary,Mission/Faith-based,Anambra,6.89273,5.940657,328,7,0.0213,65.08,Medium,16.72,Medium Risk,4.21,0,0,2.4,25.75,0.955,92.6,0.6,0.22,0.88,65.92,High,Medium Risk,#1a9850,#fc8d59
6156,School_6156,Synthetic,Senior Secondary,Public,Anambra,6.710151,6.687534,246,10,0.0407,76.31,High,16.61,Medium Risk,2.83,0,1,1.91,1.22,0.856,95.7,0.6,0.22,0.88,68.84,High,Medium Risk,#1a9850,#fc8d59
6157,School_6157,Synthetic,Primary,Public,Anambra,7.091509,6.269116,567,15,0.0265,73.2,High,13.57,Medium Risk,4.88,0,0,2.83,1.82,0.8048,68.72,0.6,0.22,0.88,66.52,High,Medium Risk,#1a9850,#fc8d59
6158,School_6158,Synthetic,Primary,Public,Anambra,7.045858,6.656638,450,11,0.0244,75.92,High,14.77,Medium Risk,2.84,0,0,1.77,1.49,0.7439,81.41,0.6,0.22,0.88,65.23,High,Medium Risk,#1a9850,#fc8d59
6159,School_6159,Synthetic,Primary,Public,Anambra,6.879672,5.776146,156,4,0.0256,65.77,Medium,22.12,Medium Risk,4.71,0,1,2.91,5.44,0.7193,79.84,0.6,0.22,0.88,70.65,High,Medium Risk,#1a9850,#fc8d59
6160,School_6160,Synthetic,Senior Secondary,Private,Anambra,6.777281,6.060146,295,9,0.0305,83.99,High,21.23,Medium Risk,6.67,0,1,2.37,0.23,0.7626,48.56,0.6,0.22,0.88,70.1,High,Medium Risk,#1a9850,#fc8d59
6161,School_6161,Synthetic,Junior Secondary,Public,Anambra,7.017408,5.989426,388,22,0.0567,66.87,Medium,24.64,Medium Risk,9.05,0,1,3.96,6.76,0.9089,79.54,0.6,0.22,0.88,69.6,High,Low Risk,#1a9850,#1a9850
6162,School_6162,Synthetic,Primary,Public,Anambra,6.649503,6.229109,491,12,0.0244,73.35,High,15.92,Medium Risk,9.23,0,1,4.45,4.64,0.932,89.4,0.6,0.22,0.88,68.34,High,Low Risk,#1a9850,#1a9850
6163,School_6163,Synthetic,Primary,Public,Anambra,6.736476,6.506365,396,8,0.0202,87.28,High,24.74,Medium Risk,4.29,0,1,2.93,0.22,0.7795,65.84,0.6,0.22,0.88,69.48,High,Medium Risk,#1a9850,#fc8d59
6164,School_6164,Synthetic,Primary,Public,Anambra,6.679372,6.151022,748,26,0.0348,62.97,Medium,18.37,Medium Risk,6.23,0,1,2.52,16.42,0.8558,86.47,0.6,0.22,0.88,68.93,High,Medium Risk,#1a9850,#fc8d59
6165,School_6165,Synthetic,Primary,Private,Anambra,7.083714,6.660308,307,13,0.0423,72.16,High,23.01,Medium Risk,5.8,1,1,2.84,3.27,0.8146,87.01,0.6,0.22,0.88,69.44,High,Medium Risk,#1a9850,#fc8d59
6166,School_6166,Synthetic,Primary,Public,Anambra,7.187222,6.616377,561,13,0.0232,69.76,Medium,23.6,Medium Risk,5.95,0,1,2.06,11.37,0.973,87.52,0.6,0.22,0.88,70.08,High,Medium Risk,#1a9850,#fc8d59
6167,School_6167,Synthetic,Junior Secondary,Public,Anambra,6.999831,5.80415,184,6,0.0326,54.3,Medium,25.53,High Risk,5.22,0,1,2.23,1.7,0.8178,70.4,0.6,0.22,0.88,71.44,High,Medium Risk,#1a9850,#fc8d59
6168,School_6168,Synthetic,Primary,Mission/Faith-based,Anambra,7.101185,6.510814,443,14,0.0316,69.52,Medium,18.38,Medium Risk,4.54,0,1,2.34,7.35,0.7328,83.72,0.6,0.22,0.88,68.52,High,Medium Risk,#1a9850,#fc8d59
6169,School_6169,Synthetic,Primary,Private,Anambra,6.813329,6.66858,585,14,0.0239,92.56,High,17.42,Medium Risk,6.12,0,1,2.48,2.0,0.769,87.58,0.6,0.22,0.88,69.51,High,Medium Risk,#1a9850,#fc8d59
6170,School_6170,Synthetic,Primary,Public,Anambra,6.628708,6.331362,502,12,0.0239,71.71,High,20.84,Medium Risk,3.74,0,0,2.62,11.27,1.0,80.24,0.6,0.22,0.88,65.3,High,Medium Risk,#1a9850,#fc8d59
6171,School_6171,Synthetic,Primary,Private,Anambra,6.691479,6.189092,483,7,0.0145,69.7,Medium,12.84,Medium Risk,3.85,1,1,2.86,0.3,0.9068,85.18,0.6,0.22,0.88,67.45,High,Medium Risk,#1a9850,#fc8d59
6172,School_6172,Synthetic,Tertiary,Private,Anambra,6.795846,6.708373,1854,105,0.0566,86.72,High,20.66,Medium Risk,8.01,1,1,3.27,15.56,0.753,88.55,0.6,0.22,0.88,78.12,High,Medium Risk,#1a9850,#fc8d59
6173,School_6173,Synthetic,Primary,Public,Anambra,6.917687,6.398983,253,10,0.0395,75.69,High,12.11,Medium Risk,6.11,0,1,2.82,4.11,0.8879,58.38,0.6,0.22,0.88,70.84,High,Medium Risk,#1a9850,#fc8d59
6174,School_6174,Synthetic,Senior Secondary,Public,Anambra,6.813204,6.369269,205,8,0.039,94.76,High,16.54,Medium Risk,5.64,0,1,2.35,8.66,0.9056,50.45,0.6,0.22,0.88,70.55,High,Medium Risk,#1a9850,#fc8d59
6175,School_6175,Synthetic,Junior Secondary,Public,Anambra,6.608689,6.758245,146,5,0.0342,73.73,High,12.93,Medium Risk,4.78,0,1,2.74,35.94,0.999,57.22,0.6,0.22,0.88,67.06,Medium,Medium Risk,#fee08b,#fc8d59
6176,School_6176,Synthetic,Primary,Private,Imo,6.989086,5.362592,605,28,0.0463,54.97,Medium,16.05,Medium Risk,5.18,0,1,3.08,3.06,0.6916,56.15,0.55,0.28,0.85,65.85,High,Medium Risk,#1a9850,#fc8d59
6177,School_6177,Synthetic,Junior Secondary,Public,Imo,7.494132,5.370801,284,11,0.0387,45.99,Low,21.37,Medium Risk,3.59,0,0,2.39,18.33,0.8222,91.59,0.55,0.28,0.85,66.94,High,Medium Risk,#1a9850,#fc8d59
6178,School_6178,Synthetic,Primary,Public,Imo,6.949787,5.883283,204,3,0.0147,63.41,Medium,23.39,Medium Risk,1.83,0,1,2.12,0.55,0.9536,38.67,0.55,0.28,0.85,64.54,Medium,Medium Risk,#fee08b,#fc8d59
6179,School_6179,Synthetic,Senior Secondary,Public,Imo,7.329395,5.157441,400,13,0.0325,66.13,Medium,23.63,Medium Risk,4.33,0,1,2.35,1.92,0.6395,77.66,0.55,0.28,0.85,66.67,High,Medium Risk,#1a9850,#fc8d59
6180,School_6180,Synthetic,Junior Secondary,Private,Imo,7.017972,5.946598,239,8,0.0335,54.57,Medium,16.82,Medium Risk,5.81,0,1,1.92,13.2,0.6822,98.0,0.55,0.28,0.85,65.14,High,Medium Risk,#1a9850,#fc8d59
6181,School_6181,Synthetic,Junior Secondary,Public,Imo,7.402436,5.421292,268,10,0.0373,79.13,High,30.55,High Risk,6.29,0,1,2.58,2.65,0.7523,65.05,0.55,0.28,0.85,67.74,High,Medium Risk,#1a9850,#fc8d59
6182,School_6182,Synthetic,Primary,Public,Imo,7.053772,5.676423,593,21,0.0354,86.18,High,26.35,High Risk,5.01,0,0,1.77,8.84,0.5245,54.21,0.55,0.28,0.85,68.62,High,Medium Risk,#1a9850,#fc8d59
6183,School_6183,Synthetic,Junior Secondary,Public,Imo,6.97888,5.477892,394,14,0.0355,66.18,Medium,30.85,High Risk,2.71,0,0,1.52,5.59,0.9051,50.13,0.55,0.28,0.85,61.5,Medium,Medium Risk,#fee08b,#fc8d59
6184,School_6184,Synthetic,Tertiary,Public,Imo,6.981478,5.69514,1748,68,0.0389,84.11,High,20.31,Medium Risk,6.2,0,1,2.46,10.36,0.7159,41.63,0.55,0.28,0.85,71.45,High,Medium Risk,#1a9850,#fc8d59
6185,School_6185,Synthetic,Primary,Public,Imo,7.313643,5.705943,532,16,0.0301,54.94,Medium,25.28,High Risk,5.04,0,1,2.87,13.34,0.7137,91.68,0.55,0.28,0.85,66.17,Medium,Medium Risk,#fee08b,#fc8d59
6186,School_6186,Synthetic,Primary,Mission/Faith-based,Imo,7.04508,5.782909,416,13,0.0312,88.38,High,22.98,Medium Risk,4.44,0,1,1.77,2.15,0.7072,94.23,0.55,0.28,0.85,65.85,High,Medium Risk,#1a9850,#fc8d59
6187,School_6187,Synthetic,Primary,Public,Imo,7.144979,5.684694,488,19,0.0389,71.36,High,27.53,High Risk,4.52,0,0,2.81,17.24,0.7435,43.88,0.55,0.28,0.85,67.17,High,Medium Risk,#1a9850,#fc8d59
6188,School_6188,Synthetic,Tertiary,Mission/Faith-based,Imo,7.557945,5.320772,826,44,0.0533,63.07,Medium,28.53,High Risk,4.3,0,1,2.66,5.32,0.7721,50.91,0.55,0.28,0.85,68.11,High,Medium Risk,#1a9850,#fc8d59
6189,School_6189,Synthetic,Junior Secondary,Public,Imo,7.447977,5.467717,372,12,0.0323,62.95,Medium,22.99,Medium Risk,4.73,0,1,2.83,0.74,0.6755,73.27,0.55,0.28,0.85,67.75,High,Medium Risk,#1a9850,#fc8d59
6190,School_6190,Synthetic,Primary,Public,Imo,6.92653,5.813867,339,4,0.0118,74.29,High,9.83,Low Risk,3.97,0,1,2.09,1.83,0.9107,77.81,0.55,0.28,0.85,66.66,High,Medium Risk,#1a9850,#fc8d59
6191,School_6191,Synthetic,Primary,Private,Imo,7.21937,5.218005,693,22,0.0317,82.66,High,13.01,Medium Risk,6.12,0,1,3.65,2.71,0.9133,73.26,0.55,0.28,0.85,67.44,High,Medium Risk,#1a9850,#fc8d59
6192,School_6192,Synthetic,Primary,Private,Imo,7.216053,5.730619,502,14,0.0279,74.65,High,17.73,Medium Risk,7.76,1,0,2.89,7.25,0.7533,98.0,0.55,0.28,0.85,70.65,High,Medium Risk,#1a9850,#fc8d59
6193,School_6193,Synthetic,Primary,Private,Imo,6.833447,5.342947,623,13,0.0209,87.58,High,16.92,Medium Risk,8.16,1,1,3.18,8.31,0.9031,68.92,0.55,0.28,0.85,68.51,High,Medium Risk,#1a9850,#fc8d59
6194,School_6194,Synthetic,Primary,Public,Imo,7.22569,5.654931,329,12,0.0365,75.3,High,24.43,Medium Risk,2.85,0,1,2.37,3.76,0.9306,79.78,0.55,0.28,0.85,67.07,High,Medium Risk,#1a9850,#fc8d59
6195,School_6195,Synthetic,Primary,Public,Imo,7.403636,5.198418,460,8,0.0174,54.99,Medium,16.36,Medium Risk,4.42,0,1,2.96,12.69,0.5796,52.5,0.55,0.28,0.85,65.1,Medium,Medium Risk,#fee08b,#fc8d59
6196,School_6196,Synthetic,Primary,Public,Imo,7.349333,5.380247,581,14,0.0241,72.06,High,16.02,Medium Risk,2.0,0,1,1.94,9.7,0.8564,52.78,0.55,0.28,0.85,65.02,Medium,Medium Risk,#fee08b,#fc8d59
6197,School_6197,Synthetic,Primary,Public,Imo,7.508719,5.173714,512,11,0.0215,82.04,High,24.78,Medium Risk,3.15,0,0,2.27,45.33,0.7852,63.66,0.55,0.28,0.85,59.31,Medium,Medium Risk,#fee08b,#fc8d59
6198,School_6198,Synthetic,Senior Secondary,Public,Imo,7.086788,5.408188,253,8,0.0316,45.92,Low,23.66,Medium Risk,7.4,0,1,3.32,4.24,0.6782,88.69,0.55,0.28,0.85,66.76,High,Medium Risk,#1a9850,#fc8d59
6199,School_6199,Synthetic,Senior Secondary,Mission/Faith-based,Imo,7.431704,5.441084,30,1,0.0333,73.32,High,21.91,Medium Risk,6.07,0,1,3.26,10.76,0.8249,67.44,0.55,0.28,0.85,67.24,Medium,Medium Risk,#fee08b,#fc8d59
6200,School_6200,Synthetic,Primary,Public,Imo,7.567027,5.345908,490,14,0.0286,42.12,Low,24.91,Medium Risk,4.81,0,0,1.88,2.44,0.9369,53.6,0.55,0.28,0.85,62.15,Medium,Medium Risk,#fee08b,#fc8d59
6201,School_6201,Synthetic,Primary,Public,Imo,7.613701,5.217474,282,6,0.0213,58.15,Medium,19.05,Medium Risk,5.47,0,1,2.7,0.85,0.7739,60.01,0.55,0.28,0.85,67.39,High,Medium Risk,#1a9850,#fc8d59
6202,School_6202,Synthetic,Junior Secondary,Public,Imo,7.331325,5.353711,397,10,0.0252,75.65,High,12.09,Medium Risk,5.55,0,0,3.1,1.91,0.8241,98.0,0.55,0.28,0.85,65.41,High,Medium Risk,#1a9850,#fc8d59
6203,School_6203,Synthetic,Primary,Private,Imo,7.279955,5.460593,560,17,0.0304,71.0,High,21.13,Medium Risk,5.15,1,1,3.01,5.97,0.8236,78.97,0.55,0.28,0.85,66.63,High,Medium Risk,#1a9850,#fc8d59
6204,School_6204,Synthetic,Primary,Mission/Faith-based,Imo,7.123801,5.23258,559,16,0.0286,71.75,High,23.96,Medium Risk,5.8,0,0,2.82,3.84,0.701,63.6,0.55,0.28,0.85,66.08,High,Medium Risk,#1a9850,#fc8d59
6205,School_6205,Synthetic,Senior Secondary,Public,Imo,7.605565,5.2229,203,7,0.0345,61.85,Medium,18.96,Medium Risk,6.14,0,0,2.19,4.42,0.862,46.0,0.55,0.28,0.85,66.34,High,Medium Risk,#1a9850,#fc8d59
6206,School_6206,Synthetic,Primary,Private,Imo,6.943309,5.467242,383,7,0.0183,79.04,High,20.97,Medium Risk,4.48,1,1,1.98,0.91,0.9308,98.0,0.55,0.28,0.85,66.51,High,Medium Risk,#1a9850,#fc8d59
6207,School_6207,Synthetic,Tertiary,Private,Imo,7.181423,5.261102,1310,56,0.0427,76.54,High,16.88,Medium Risk,4.9,0,1,2.52,5.34,0.9299,81.77,0.55,0.28,0.85,70.07,High,Medium Risk,#1a9850,#fc8d59
6208,School_6208,Synthetic,Junior Secondary,Public,Imo,7.637084,5.489055,564,22,0.039,73.37,High,21.84,Medium Risk,4.7,0,1,1.32,8.15,0.7201,86.79,0.55,0.28,0.85,66.54,High,Medium Risk,#1a9850,#fc8d59
6209,School_6209,Synthetic,Primary,Public,Imo,7.486636,5.937861,673,18,0.0267,67.35,Medium,21.23,Medium Risk,3.19,0,1,1.58,6.41,0.7568,55.03,0.55,0.28,0.85,65.08,Medium,Medium Risk,#fee08b,#fc8d59
6210,School_6210,Synthetic,Primary,Public,Imo,7.422043,5.72385,641,22,0.0343,56.68,Medium,24.3,Medium Risk,0.99,0,0,1.75,0.1,0.8077,76.05,0.55,0.28,0.85,62.95,Medium,Medium Risk,#fee08b,#fc8d59
6211,School_6211,Synthetic,Junior Secondary,Private,Imo,6.770227,5.885596,389,13,0.0334,99.0,High,20.42,Medium Risk,4.07,1,1,2.47,14.97,0.717,85.56,0.55,0.28,0.85,70.56,High,Medium Risk,#1a9850,#fc8d59
6212,School_6212,Synthetic,Primary,Private,Imo,7.306061,5.667569,371,10,0.027,68.69,Medium,17.62,Medium Risk,6.02,1,0,2.76,9.19,0.6947,98.0,0.55,0.28,0.85,71.13,High,Medium Risk,#1a9850,#fc8d59
6213,School_6213,Synthetic,Tertiary,Public,Imo,7.118226,5.931481,1158,67,0.0579,82.72,High,34.18,High Risk,8.17,0,0,3.29,10.34,0.8969,79.44,0.55,0.28,0.85,73.46,High,Medium Risk,#1a9850,#fc8d59
6214,School_6214,Synthetic,Primary,Mission/Faith-based,Imo,7.408954,5.462964,663,20,0.0302,72.66,High,16.34,Medium Risk,3.96,0,0,2.37,1.49,0.7341,89.71,0.55,0.28,0.85,65.16,High,Medium Risk,#1a9850,#fc8d59
6215,School_6215,Synthetic,Primary,Mission/Faith-based,Imo,6.946354,5.647625,614,19,0.0309,65.37,Medium,19.41,Medium Risk,3.1,0,1,2.67,5.81,0.8366,83.16,0.55,0.28,0.85,65.4,Medium,Medium Risk,#fee08b,#fc8d59
6216,School_6216,Synthetic,Primary,Public,Imo,7.089314,5.234607,461,15,0.0325,68.24,Medium,27.29,High Risk,3.82,0,1,2.72,0.76,0.8531,72.55,0.55,0.28,0.85,67.9,High,Medium Risk,#1a9850,#fc8d59
6217,School_6217,Synthetic,Junior Secondary,Private,Imo,7.501796,5.59683,214,5,0.0234,66.55,Medium,20.46,Medium Risk,3.74,1,0,3.01,5.13,0.8443,95.14,0.55,0.28,0.85,66.17,High,Medium Risk,#1a9850,#fc8d59
6218,School_6218,Synthetic,Primary,Public,Imo,7.043579,5.220799,396,11,0.0278,57.9,Medium,21.14,Medium Risk,4.04,0,0,3.21,2.51,0.7761,71.57,0.55,0.28,0.85,65.89,High,Medium Risk,#1a9850,#fc8d59
6219,School_6219,Synthetic,Tertiary,Private,Imo,7.524369,5.251989,661,29,0.0439,83.16,High,22.62,Medium Risk,8.15,0,0,2.85,12.0,0.7319,92.41,0.55,0.28,0.85,69.44,High,Medium Risk,#1a9850,#fc8d59
6220,School_6220,Synthetic,Junior Secondary,Mission/Faith-based,Imo,7.352839,5.712355,432,14,0.0324,64.25,Medium,18.77,Medium Risk,7.2,0,1,3.76,18.93,0.7619,52.03,0.55,0.28,0.85,68.43,High,Medium Risk,#1a9850,#fc8d59
6221,School_6221,Synthetic,Senior Secondary,Public,Imo,7.281053,5.318513,81,3,0.037,80.33,High,24.42,Medium Risk,5.59,0,0,2.49,2.07,0.7253,64.6,0.55,0.28,0.85,66.33,High,Medium Risk,#1a9850,#fc8d59
6222,School_6222,Synthetic,Primary,Public,Imo,7.013485,5.571912,496,18,0.0363,61.95,Medium,13.59,Medium Risk,3.63,0,1,2.31,5.16,0.8396,63.7,0.55,0.28,0.85,66.52,High,Medium Risk,#1a9850,#fc8d59
6223,School_6223,Synthetic,Junior Secondary,Public,Imo,6.876543,5.152871,252,4,0.0159,58.94,Medium,21.37,Medium Risk,7.13,0,0,2.91,2.05,0.8533,63.89,0.55,0.28,0.85,68.45,High,Medium Risk,#1a9850,#fc8d59
6224,School_6224,Synthetic,Senior Secondary,Mission/Faith-based,Imo,6.995428,5.861501,410,25,0.061,66.86,Medium,18.69,Medium Risk,7.58,0,0,3.52,21.1,0.719,97.78,0.55,0.28,0.85,67.9,High,Medium Risk,#1a9850,#fc8d59
6225,School_6225,Synthetic,Junior Secondary,Private,Imo,7.522867,5.958236,239,8,0.0335,86.54,High,28.5,High Risk,3.41,0,1,2.56,4.53,0.8254,98.0,0.55,0.28,0.85,68.67,High,Medium Risk,#1a9850,#fc8d59
6226,School_6226,Synthetic,Junior Secondary,Public,Imo,6.867453,5.571116,336,15,0.0446,96.54,High,27.85,High Risk,7.08,0,1,2.37,22.23,0.7364,50.99,0.55,0.28,0.85,68.52,Medium,Medium Risk,#fee08b,#fc8d59
6227,School_6227,Synthetic,Primary,Private,Imo,7.274836,5.900048,488,10,0.0205,77.55,High,19.62,Medium Risk,7.45,0,1,3.55,3.98,0.8645,75.85,0.55,0.28,0.85,66.61,High,Medium Risk,#1a9850,#fc8d59
6228,School_6228,Synthetic,Primary,Private,Imo,7.035965,5.72049,363,11,0.0303,94.41,High,16.05,Medium Risk,6.26,0,1,3.02,16.24,0.7894,98.0,0.55,0.28,0.85,67.75,Medium,Medium Risk,#fee08b,#fc8d59
6229,School_6229,Synthetic,Primary,Private,Imo,7.436412,5.781379,399,16,0.0401,69.75,Medium,13.27,Medium Risk,5.81,1,1,3.11,3.66,0.7012,62.89,0.55,0.28,0.85,68.86,High,Medium Risk,#1a9850,#fc8d59
6230,School_6230,Synthetic,Junior Secondary,Mission/Faith-based,Imo,7.236491,5.632722,316,10,0.0316,70.95,High,21.84,Medium Risk,4.41,0,0,2.87,0.3,0.8503,89.32,0.55,0.28,0.85,65.47,High,Medium Risk,#1a9850,#fc8d59
6231,School_6231,Synthetic,Senior Secondary,Private,Imo,6.958839,5.196827,358,14,0.0391,77.37,High,12.49,Medium Risk,5.38,1,0,2.86,1.16,0.6909,87.44,0.55,0.28,0.85,68.54,High,Medium Risk,#1a9850,#fc8d59
6232,School_6232,Synthetic,Junior Secondary,Public,Imo,7.524298,5.66976,127,3,0.0236,65.7,Medium,33.85,High Risk,5.53,0,1,2.43,13.51,0.7927,73.6,0.55,0.28,0.85,66.56,Medium,Medium Risk,#fee08b,#fc8d59
6233,School_6233,Synthetic,Tertiary,Public,Imo,7.527225,5.33277,1224,91,0.0743,76.64,High,20.86,Medium Risk,6.03,0,1,3.19,18.2,0.6909,71.28,0.55,0.28,0.85,67.55,High,Medium Risk,#1a9850,#fc8d59
6234,School_6234,Synthetic,Primary,Public,Imo,7.431687,5.187388,488,17,0.0348,55.52,Medium,16.22,Medium Risk,3.21,0,1,2.46,3.47,0.7082,90.27,0.55,0.28,0.85,66.44,High,Medium Risk,#1a9850,#fc8d59
6235,School_6235,Synthetic,Tertiary,Mission/Faith-based,Imo,7.430312,5.616099,1495,87,0.0582,83.04,High,28.49,High Risk,1.68,0,1,2.4,20.69,0.7962,48.77,0.55,0.28,0.85,67.85,High,High Risk,#1a9850,#d73027
6236,School_6236,Synthetic,Primary,Private,Imo,7.413388,5.850002,641,17,0.0265,67.14,Medium,19.59,Medium Risk,7.09,1,1,3.05,5.56,0.901,90.65,0.55,0.28,0.85,67.65,High,Medium Risk,#1a9850,#fc8d59
6237,School_6237,Synthetic,Primary,Public,Imo,6.870911,5.610627,618,16,0.0259,63.8,Medium,19.8,Medium Risk,5.13,0,1,2.9,9.14,0.8707,44.13,0.55,0.28,0.85,64.87,High,Medium Risk,#1a9850,#fc8d59
6238,School_6238,Synthetic,Senior Secondary,Public,Imo,7.263969,5.29651,184,6,0.0326,63.91,Medium,24.81,Medium Risk,5.09,0,1,4.09,17.07,0.8311,85.59,0.55,0.28,0.85,65.82,Medium,Medium Risk,#fee08b,#fc8d59
6239,School_6239,Synthetic,Primary,Public,Imo,7.221441,5.708242,503,14,0.0278,57.04,Medium,18.31,Medium Risk,2.5,0,1,1.56,19.54,0.7944,68.12,0.55,0.28,0.85,65.3,Medium,Medium Risk,#fee08b,#fc8d59
6240,School_6240,Synthetic,Primary,Public,Imo,7.208939,5.937873,312,8,0.0256,64.13,Medium,15.79,Medium Risk,5.56,0,0,3.26,7.94,0.7767,64.03,0.55,0.28,0.85,66.02,High,Medium Risk,#1a9850,#fc8d59
6241,School_6241,Synthetic,Junior Secondary,Public,Imo,7.620831,5.707714,428,13,0.0304,42.74,Low,30.17,High Risk,3.11,0,0,0.94,0.93,0.7396,47.14,0.55,0.28,0.85,60.75,Medium,Medium Risk,#fee08b,#fc8d59
6242,School_6242,Synthetic,Primary,Public,Imo,7.395936,5.571989,569,18,0.0316,49.68,Low,21.46,Medium Risk,7.29,0,0,2.35,6.01,0.7496,82.28,0.55,0.28,0.85,65.5,High,Medium Risk,#1a9850,#fc8d59
6243,School_6243,Synthetic,Junior Secondary,Public,Imo,7.182719,5.635065,389,17,0.0437,81.21,High,15.43,Medium Risk,6.15,0,1,3.38,9.65,0.6372,88.32,0.55,0.28,0.85,65.84,High,Medium Risk,#1a9850,#fc8d59
6244,School_6244,Synthetic,Senior Secondary,Public,Imo,6.894661,5.989311,303,13,0.0429,39.27,Low,23.88,Medium Risk,6.15,0,0,2.28,5.01,0.8729,65.33,0.55,0.28,0.85,65.4,High,Medium Risk,#1a9850,#fc8d59
6245,School_6245,Synthetic,Primary,Mission/Faith-based,Imo,7.362675,5.35808,309,12,0.0388,76.59,High,22.3,Medium Risk,7.81,0,0,3.12,6.7,0.6283,89.71,0.55,0.28,0.85,68.95,High,Medium Risk,#1a9850,#fc8d59
6246,School_6246,Synthetic,Primary,Private,Imo,7.064698,5.438284,373,4,0.0107,74.95,High,12.89,Medium Risk,7.97,0,1,3.39,34.16,0.9132,74.32,0.55,0.28,0.85,70.04,Medium,Medium Risk,#fee08b,#fc8d59
6247,School_6247,Synthetic,Senior Secondary,Public,Imo,6.78684,5.783581,249,5,0.0201,67.88,Medium,30.87,High Risk,6.16,0,1,2.57,5.14,0.919,66.22,0.55,0.28,0.85,68.09,High,Medium Risk,#1a9850,#fc8d59
6248,School_6248,Synthetic,Primary,Mission/Faith-based,Imo,7.488916,5.919973,557,14,0.0251,64.02,Medium,28.98,High Risk,4.88,0,1,2.56,2.0,0.6158,74.67,0.55,0.28,0.85,65.86,High,Medium Risk,#1a9850,#fc8d59
6249,School_6249,Synthetic,Junior Secondary,Private,Imo,7.404093,5.296626,342,13,0.038,42.35,Low,16.2,Medium Risk,4.85,1,1,2.89,8.61,0.742,83.76,0.55,0.28,0.85,68.15,High,Medium Risk,#1a9850,#fc8d59
6250,School_6250,Synthetic,Junior Secondary,Public,Imo,6.873328,5.849519,164,4,0.0244,63.08,Medium,17.34,Medium Risk,5.28,0,1,3.18,8.51,0.758,48.51,0.55,0.28,0.85,67.64,High,Medium Risk,#1a9850,#fc8d59
6251,School_6251,Synthetic,Primary,Private,Imo,7.421832,5.870926,525,16,0.0305,66.35,Medium,11.51,Low Risk,5.96,1,0,4.44,7.04,0.6692,74.59,0.55,0.28,0.85,69.37,Medium,Medium Risk,#fee08b,#fc8d59
6252,School_6252,Synthetic,Primary,Public,Imo,7.127396,5.352913,647,17,0.0263,68.86,Medium,18.18,Medium Risk,6.78,0,1,2.66,11.44,0.6869,48.91,0.55,0.28,0.85,65.75,High,Medium Risk,#1a9850,#fc8d59
6253,School_6253,Synthetic,Primary,Mission/Faith-based,Imo,7.295098,5.60975,711,20,0.0281,85.12,High,20.28,Medium Risk,4.03,0,1,2.33,18.33,0.791,58.71,0.55,0.28,0.85,67.06,High,Medium Risk,#1a9850,#fc8d59
6254,School_6254,Synthetic,Junior Secondary,Public,Imo,6.780785,5.564154,394,11,0.0279,78.49,High,14.56,Medium Risk,5.92,0,0,2.06,6.01,0.773,51.83,0.55,0.28,0.85,64.67,High,Medium Risk,#1a9850,#fc8d59
6255,School_6255,Synthetic,Primary,Public,Imo,7.442105,5.869528,373,11,0.0295,74.53,High,16.98,Medium Risk,6.74,0,1,2.66,2.63,0.8091,45.29,0.55,0.28,0.85,67.41,High,Medium Risk,#1a9850,#fc8d59
6256,School_6256,Synthetic,Primary,Public,Imo,7.340446,5.228756,634,24,0.0379,59.36,Medium,27.28,High Risk,6.24,0,1,2.33,4.27,0.8768,76.58,0.55,0.28,0.85,67.1,High,Medium Risk,#1a9850,#fc8d59
6257,School_6257,Synthetic,Tertiary,Private,Imo,6.949732,5.672752,1601,73,0.0456,95.97,High,17.76,Medium Risk,7.19,1,0,1.51,0.65,0.5817,98.0,0.55,0.28,0.85,76.74,High,Medium Risk,#1a9850,#fc8d59
6258,School_6258,Synthetic,Senior Secondary,Public,Imo,6.929975,5.851223,172,5,0.0291,58.0,Medium,18.6,Medium Risk,6.68,0,1,2.31,9.71,0.7032,88.26,0.55,0.28,0.85,66.67,High,Medium Risk,#1a9850,#fc8d59
6259,School_6259,Synthetic,Primary,Public,Imo,6.801917,5.760137,570,16,0.0281,55.91,Medium,27.86,High Risk,3.16,0,1,1.99,13.8,0.6359,48.17,0.55,0.28,0.85,66.71,Medium,Medium Risk,#fee08b,#fc8d59
